gene,value
RAD51C,-0.04446062818169594
RAD9A,0.48370593786239624
RAE1,0.4201775789260864
RAI14,-0.3995859622955322
RALA,-0.002884950488805771
RALB,-0.06679657846689224
RALGDS,-0.3705056309700012
RAP1GAP,0.4410308003425598
RASA1,0.2889591455459595
RB1,-0.5331185460090637
RBKS,0.022181138396263123
RBM15B,0.11785567551851273
RBM34,0.42536771297454834
RBM6,-0.0488709956407547
REEP5,-0.06197165325284004
RELB,0.41684848070144653
RFC2,0.07704302668571472
RFC5,0.22403419017791748
RFNG,0.7395795583724976
RFX5,-0.006820559501647949
RGS2,0.7701050639152527
RHEB,-0.7876918315887451
RHOA,-0.5610686540603638
RNF167,0.8361215591430664
RNH1,-0.011503510177135468
RNMT,0.0813726857304573
RNPS1,1.073553442955017
RPA1,0.3155459761619568
RPA2,-0.5864909887313843
RPA3,0.22599032521247864
RPIA,0.42432546615600586
RPL39L,-0.07322803139686584
RPN1,0.9844465851783752
RPP38,0.44415903091430664
RPS5,-0.059611961245536804
RPS6,-0.20024240016937256
RPS6KA1,0.5029205083847046
RRAGA,0.0711769387125969
RRP12,0.7828812003135681
RRP1B,0.2106429785490036
RRP8,0.5860457420349121
RRS1,0.48321372270584106
RSU1,-0.7402745485305786
RTN2,-0.1269059181213379
RUVBL1,0.15676632523536682
S100A13,0.22420276701450348
S100A4,-0.260599821805954
SACM1L,0.10229954123497009
SATB1,-0.16730162501335144
SCAND1,-0.05898565053939819
SCARB1,-0.26239851117134094
SCCPDH,0.11282196640968323
SCP2,0.24271655082702637
SCRN1,0.08753091096878052
SCYL3,1.09420645236969
SDHB,0.11706899106502533
SENP6,0.18164104223251343
SERPINE1,-0.6041786670684814
SESN1,-0.3466097414493561
SFN,0.36871907114982605
SGCB,0.2588104009628296
SH3BP5,0.26970404386520386
SHB,-0.36227041482925415
SHC1,0.003789447247982025
SIRT3,-0.3868911564350128
SKIV2L,0.17404116690158844
SKP1,0.14054879546165466
SLC11A2,-0.6370221972465515
SLC1A4,0.4188803732395172
SLC25A13,1.2071056365966797
SLC25A14,0.16143329441547394
SLC25A4,-0.14126841723918915
SLC25A46,1.7337921857833862
SLC27A3,-0.7469244599342346
SLC2A6,-0.22306734323501587
SLC35A1,0.08515443652868271
SLC35A3,-0.35264459252357483
SLC35B1,0.28317004442214966
SLC35F2,0.36269181966781616
SLC37A4,0.27736228704452515
SLC5A6,-0.41915684938430786
SMAD3,0.45337527990341187
SMARCA4,0.3626790940761566
SMARCC1,0.3939417004585266
SMARCD2,0.25354430079460144
SMC1A,-0.25989556312561035
SMC3,-0.04674607515335083
SMC4,0.5010332465171814
SMNDC1,-0.270977258682251
SNAP25,-0.38294023275375366
SNCA,-0.461209774017334
SNX11,-0.03533628582954407
SNX13,-0.4794333875179291
SNX6,0.031758762896060944
SNX7,-0.25993049144744873
SOCS2,0.3204617202281952
SORBS3,0.6525448560714722
SOX2,-0.4288460612297058
SOX4,0.09143148362636566
SPAG4,0.2732027769088745
SPAG7,-0.19488225877285004
SPDEF,-0.2861487567424774
SPEN,-0.2640771269798279
SPP1,-0.5867226123809814
SPR,0.5408164262771606
SPRED2,-0.17264249920845032
SPTAN1,0.5726013779640198
SPTLC2,0.16375228762626648
SQRDL,-0.41545528173446655
SQSTM1,-0.512412428855896
SRC,1.0408365726470947
SSBP2,0.295923113822937
ST3GAL5,-0.17147773504257202
ST6GALNAC2,-0.31007957458496094
ST7,0.6896695494651794
STAMBP,-0.19934600591659546
STAP2,0.25799649953842163
STAT1,-0.22732558846473694
STAT3,0.4444381594657898
STAT5B,-0.17091700434684753
STK10,1.5538240671157837
STK25,0.5907974243164062
STMN1,-0.3786541223526001
STUB1,0.06157751753926277
STX1A,0.8696513175964355
STX4,-0.8433663249015808
STXBP1,0.3682034909725189
STXBP2,-0.5669416189193726
SUPV3L1,0.07276993989944458
SUV39H1,2.776181221008301
SUZ12,0.16813179850578308
SYK,-0.15297001600265503
SYNE2,0.3090295195579529
SYNGR3,-0.39086484909057617
SYPL1,-0.041103944182395935
TARBP1,-1.3784539699554443
TATDN2,0.35416796803474426
TBC1D31,-0.13646848499774933
TBC1D9B,-0.07736136019229889
TBP,0.24604706466197968
TBPL1,0.9132496118545532
TBX2,0.03489292412996292
TBXA2R,0.744576096534729
TCEA2,0.23113775253295898
TCEAL4,-0.06509386748075485
TCERG1,-0.11858025193214417
TCFL5,-0.12887513637542725
TCTA,0.7819251418113708
TCTN1,-0.22574162483215332
TERF2IP,0.4286957383155823
TERT,0.11327563226222992
TES,-0.8891045451164246
TESK1,-0.18580412864685059
TEX10,0.15809808671474457
TFAP2A,-0.35647809505462646
TFDP1,0.41199126839637756
TGFB3,-0.49574968218803406
TGFBR2,1.0201729536056519
THAP11,-0.31346362829208374
TIAM1,0.36921578645706177
TICAM1,-0.4423404335975647
TIMELESS,-0.5249367952346802
TIMM17B,0.18096420168876648
TIMM22,0.8945646286010742
TIMM9,-0.0808148980140686
TIMP2,-0.38297656178474426
TIPARP,-0.5314520597457886
TJP1,0.019145578145980835
TLE1,0.25204649567604065
TLK2,-0.10541734099388123
TLR4,-1.0805634260177612
TM9SF2,0.4177502393722534
TM9SF3,-0.16996979713439941
TMCO1,-0.2941502332687378
TMED10,-0.03704822063446045
TMEM109,0.5514965653419495
TMEM110,-0.2429782897233963
TMEM2,0.14790794253349304
TMEM5,0.8708127737045288
TMEM50A,0.07545490562915802
TMEM97,0.7335500717163086
TNFRSF21,-0.4748305082321167
